CO2_Limit,Generator,AP_g
10849.5182,OCGT,2151.333655
10849.5182,CCGT,10070
10849.5182,Coal,1148.623853
10850.5182,Diesel,35
10850.5182,OCGT,2150.293224
10850.5182,CCGT,10070
10850.5182,Coal,1149.465053
10851.5182,Diesel,35
10851.5182,OCGT,2149.252793
10851.5182,CCGT,10070
10851.5182,Coal,1150.306253
10852.5182,Diesel,35
10852.5182,OCGT,2148.212361
10852.5182,CCGT,10070
10852.5182,Coal,1151.147452
10853.5182,Diesel,35
10853.5182,OCGT,2147.17193
10853.5182,CCGT,10070
10853.5182,Coal,1151.988652
10854.5182,Diesel,35
10854.5182,OCGT,2146.131499
10854.5182,CCGT,10070
10854.5182,Coal,1152.829852
10855.5182,Diesel,35
10855.5182,OCGT,2145.091067
10855.5182,CCGT,10070
10855.5182,Coal,1153.671052
10856.5182,Diesel,35
10856.5182,OCGT,2144.050636
10856.5182,CCGT,10070
10856.5182,Coal,1154.512252
10857.5182,Diesel,35
10857.5182,OCGT,2143.010205
10857.5182,CCGT,10070
10857.5182,Coal,1155.353451
10858.5182,Diesel,35
10858.5182,OCGT,2141.969773
10858.5182,CCGT,10070
10858.5182,Coal,1156.194651
10859.5182,Diesel,35
10859.5182,OCGT,2140.929342
10859.5182,CCGT,10070
10859.5182,Coal,1157.035851
10860.5182,Diesel,35
10860.5182,OCGT,2139.888911
10860.5182,CCGT,10070
10860.5182,Coal,1157.877051
10861.5182,Diesel,35
10861.5182,OCGT,2138.848479
10861.5182,CCGT,10070
10861.5182,Coal,1158.718251
10862.5182,Diesel,35
10862.5182,OCGT,2137.808048
10862.5182,CCGT,10070
10862.5182,Coal,1159.55945
10863.5182,Diesel,35
10863.5182,OCGT,2136.767617
10863.5182,CCGT,10070
10863.5182,Coal,1160.40065
10864.5182,Diesel,35
10864.5182,OCGT,2135.727185
10864.5182,CCGT,10070
10864.5182,Coal,1161.24185
10865.5182,Diesel,35
10865.5182,OCGT,2134.686754
10865.5182,CCGT,10070
10865.5182,Coal,1162.08305
10866.5182,Diesel,35
10866.5182,OCGT,2133.646323
10866.5182,CCGT,10070
10866.5182,Coal,1162.92425
10867.5182,Diesel,35
10867.5182,OCGT,2132.605891
10867.5182,CCGT,10070
10867.5182,Coal,1163.765449
10868.5182,Diesel,35
10868.5182,OCGT,2131.56546
10868.5182,CCGT,10070
10868.5182,Coal,1164.606649
10869.5182,Diesel,35
10869.5182,OCGT,2130.525029
10869.5182,CCGT,10070
10869.5182,Coal,1165.447849
10870.5182,Diesel,35
10870.5182,OCGT,2129.484597
10870.5182,CCGT,10070
10870.5182,Coal,1166.289049
10871.5182,Diesel,35
10871.5182,OCGT,2128.444166
10871.5182,CCGT,10070
10871.5182,Coal,1167.130249
10872.5182,Diesel,35
10872.5182,OCGT,2127.403735
10872.5182,CCGT,10070
10872.5182,Coal,1167.971448
10873.5182,Diesel,35
10873.5182,OCGT,2126.363303
10873.5182,CCGT,10070
10873.5182,Coal,1168.812648
10874.5182,Diesel,35
10874.5182,OCGT,2125.322872
10874.5182,CCGT,10070
10874.5182,Coal,1169.653848
10875.5182,Diesel,35
10875.5182,OCGT,2124.282441
10875.5182,CCGT,10070
10875.5182,Coal,1170.495048
10876.5182,Diesel,35
10876.5182,OCGT,2123.242009
10876.5182,CCGT,10070
10876.5182,Coal,1171.336248
10877.5182,Diesel,35
10877.5182,OCGT,2122.201578
10877.5182,CCGT,10070
10877.5182,Coal,1172.177448
10878.5182,Diesel,35
10878.5182,OCGT,2121.161147
10878.5182,CCGT,10070
10878.5182,Coal,1173.018647
10879.5182,Diesel,35
10879.5182,OCGT,2120.120715
10879.5182,CCGT,10070
10879.5182,Coal,1173.859847
10880.5182,Diesel,35
10880.5182,OCGT,2119.080284
10880.5182,CCGT,10070
10880.5182,Coal,1174.701047
10881.5182,Diesel,35
10881.5182,OCGT,2118.039853
10881.5182,CCGT,10070
10881.5182,Coal,1175.542247
10882.5182,Diesel,35
10882.5182,OCGT,2116.999421
10882.5182,CCGT,10070
10882.5182,Coal,1176.383447
10883.5182,Diesel,35
10883.5182,OCGT,2115.95899
10883.5182,CCGT,10070
10883.5182,Coal,1177.224646
10884.5182,Diesel,35
10884.5182,OCGT,2114.918559
10884.5182,CCGT,10070
10884.5182,Coal,1178.065846
10885.5182,Diesel,35
10885.5182,OCGT,2113.878127
10885.5182,CCGT,10070
10885.5182,Coal,1178.907046
10886.5182,Diesel,35
10886.5182,OCGT,2112.837696
10886.5182,CCGT,10070
10886.5182,Coal,1179.748246
10887.5182,Diesel,35
10887.5182,OCGT,2111.797265
10887.5182,CCGT,10070
10887.5182,Coal,1180.589446
10888.5182,Diesel,35
10888.5182,OCGT,2110.756833
10888.5182,CCGT,10070
10888.5182,Coal,1181.430645
10889.5182,Diesel,35
10889.5182,OCGT,2109.716402
10889.5182,CCGT,10070
10889.5182,Coal,1182.271845
10890.5182,Diesel,35
10890.5182,OCGT,2108.675971
10890.5182,CCGT,10070
10890.5182,Coal,1183.113045
10891.5182,Diesel,35
10891.5182,OCGT,2107.635539
10891.5182,CCGT,10070
10891.5182,Coal,1183.954245
10892.5182,Diesel,35
10892.5182,OCGT,2106.595108
10892.5182,CCGT,10070
10892.5182,Coal,1184.795445
10893.5182,Diesel,35
10893.5182,OCGT,2105.554677
10893.5182,CCGT,10070
10893.5182,Coal,1185.636644
10894.5182,Diesel,35
10894.5182,OCGT,2104.514245
10894.5182,CCGT,10070
10894.5182,Coal,1186.477844
10895.5182,Diesel,35
10895.5182,OCGT,2103.473814
10895.5182,CCGT,10070
10895.5182,Coal,1187.319044
10896.5182,Diesel,35
10896.5182,OCGT,2102.433383
10896.5182,CCGT,10070
10896.5182,Coal,1188.160244
10897.5182,Diesel,35
10897.5182,OCGT,2101.392951
10897.5182,CCGT,10070
10897.5182,Coal,1189.001444
10898.5182,Diesel,35
10898.5182,OCGT,2100.35252
10898.5182,CCGT,10070
10898.5182,Coal,1189.842643
10899.5182,Diesel,35
10899.5182,OCGT,2099.312089
10899.5182,CCGT,10070
10899.5182,Coal,1190.683843
10900.5182,Diesel,35
10900.5182,OCGT,2098.271657
10900.5182,CCGT,10070
10900.5182,Coal,1191.525043
10901.5182,Diesel,35
10901.5182,OCGT,2097.231226
10901.5182,CCGT,10070
10901.5182,Coal,1192.366243
10902.5182,Diesel,35
10902.5182,OCGT,2096.190795
10902.5182,CCGT,10070
10902.5182,Coal,1193.207443
10903.5182,Diesel,35
10903.5182,OCGT,2095.150363
10903.5182,CCGT,10070
10903.5182,Coal,1194.048642
10904.5182,Diesel,35
10904.5182,OCGT,2094.109932
10904.5182,CCGT,10070
10904.5182,Coal,1194.889842
10905.5182,Diesel,35
10905.5182,OCGT,2093.069501
10905.5182,CCGT,10070
10905.5182,Coal,1195.731042
10906.5182,Diesel,35
10906.5182,OCGT,2092.029069
10906.5182,CCGT,10070
10906.5182,Coal,1196.572242
10907.5182,Diesel,35
10907.5182,OCGT,2090.988638
10907.5182,CCGT,10070
10907.5182,Coal,1197.413442
10908.5182,Diesel,35
10908.5182,OCGT,2089.948207
10908.5182,CCGT,10070
10908.5182,Coal,1198.254641
10909.5182,Diesel,35
10909.5182,OCGT,2088.907775
10909.5182,CCGT,10070
10909.5182,Coal,1199.095841
10910.5182,Diesel,35
10910.5182,OCGT,2087.867344
10910.5182,CCGT,10070
10910.5182,Coal,1199.937041
10911.5182,Diesel,35
10911.5182,OCGT,2086.826913
10911.5182,CCGT,10070
10911.5182,Coal,1200.778241
10912.5182,Diesel,35
10912.5182,OCGT,2085.786481
10912.5182,CCGT,10070
10912.5182,Coal,1201.619441
10913.5182,Diesel,35
10913.5182,OCGT,2084.74605
10913.5182,CCGT,10070
10913.5182,Coal,1202.46064
10914.5182,Diesel,35
10914.5182,OCGT,2083.705619
10914.5182,CCGT,10070
10914.5182,Coal,1203.30184
10915.5182,Diesel,35
10915.5182,OCGT,2082.665187
10915.5182,CCGT,10070
10915.5182,Coal,1204.14304
10916.5182,Diesel,35
10916.5182,OCGT,2081.624756
10916.5182,CCGT,10070
10916.5182,Coal,1204.98424
10917.5182,Diesel,35
10917.5182,OCGT,2080.584325
10917.5182,CCGT,10070
10917.5182,Coal,1205.82544
10918.5182,Diesel,35
10918.5182,OCGT,2079.543893
10918.5182,CCGT,10070
10918.5182,Coal,1206.666639
10919.5182,Diesel,35
10919.5182,OCGT,2078.503462
10919.5182,CCGT,10070
10919.5182,Coal,1207.507839
10920.5182,Diesel,35
10920.5182,OCGT,2077.463031
10920.5182,CCGT,10070
10920.5182,Coal,1208.349039
10921.5182,Diesel,35
10921.5182,OCGT,2076.422599
10921.5182,CCGT,10070
10921.5182,Coal,1209.190239
10922.5182,Diesel,35
10922.5182,OCGT,2075.382168
10922.5182,CCGT,10070
10922.5182,Coal,1210.031439
10923.5182,Diesel,35
10923.5182,OCGT,2074.341737
10923.5182,CCGT,10070
10923.5182,Coal,1210.872638
10924.5182,Diesel,35
10924.5182,OCGT,2073.301305
10924.5182,CCGT,10070
10924.5182,Coal,1211.713838
10925.5182,Diesel,35
10925.5182,OCGT,2072.260874
10925.5182,CCGT,10070
10925.5182,Coal,1212.555038
10926.5182,Diesel,35
10926.5182,OCGT,2071.220443
10926.5182,CCGT,10070
10926.5182,Coal,1213.396238
10927.5182,Diesel,35
10927.5182,OCGT,2070.180011
10927.5182,CCGT,10070
10927.5182,Coal,1214.237438
10928.5182,Diesel,35
10928.5182,OCGT,2069.13958
10928.5182,CCGT,10070
10928.5182,Coal,1215.078637
10929.5182,Diesel,35
10929.5182,OCGT,2068.099149
10929.5182,CCGT,10070
10929.5182,Coal,1215.919837
10930.5182,Diesel,35
10930.5182,OCGT,2067.058717
10930.5182,CCGT,10070
10930.5182,Coal,1216.761037
10931.5182,Diesel,35
10931.5182,OCGT,2066.018286
10931.5182,CCGT,10070
10931.5182,Coal,1217.602237
10932.5182,Diesel,35
10932.5182,OCGT,2064.977855
10932.5182,CCGT,10070
10932.5182,Coal,1218.443437
10933.5182,Diesel,35
10933.5182,OCGT,2063.937423
10933.5182,CCGT,10070
10933.5182,Coal,1219.284636
10934.5182,Diesel,35
10934.5182,OCGT,2062.896992
10934.5182,CCGT,10070
10934.5182,Coal,1220.125836
10935.5182,Diesel,35
10935.5182,OCGT,2061.856561
10935.5182,CCGT,10070
10935.5182,Coal,1220.967036
10936.5182,Diesel,35
10936.5182,OCGT,2060.816129
10936.5182,CCGT,10070
10936.5182,Coal,1221.808236
10937.5182,Diesel,35
10937.5182,OCGT,2059.775698
10937.5182,CCGT,10070
10937.5182,Coal,1222.649436
10938.5182,Diesel,35
10938.5182,OCGT,2058.735267
10938.5182,CCGT,10070
10938.5182,Coal,1223.490635
10939.5182,Diesel,35
10939.5182,OCGT,2057.694835
10939.5182,CCGT,10070
10939.5182,Coal,1224.331835
10940.5182,Diesel,35
10940.5182,OCGT,2056.654404
10940.5182,CCGT,10070
10940.5182,Coal,1225.173035
10941.5182,Diesel,35
10941.5182,OCGT,2055.613973
10941.5182,CCGT,10070
10941.5182,Coal,1226.014235
10942.5182,Diesel,35
10942.5182,OCGT,2054.573541
10942.5182,CCGT,10070
10942.5182,Coal,1226.855435
10943.5182,Diesel,35
10943.5182,OCGT,2053.53311
10943.5182,CCGT,10070
10943.5182,Coal,1227.696634
10944.5182,Diesel,35
10944.5182,OCGT,2052.492679
10944.5182,CCGT,10070
10944.5182,Coal,1228.537834
10945.5182,Diesel,35
10945.5182,OCGT,2051.452247
10945.5182,CCGT,10070
10945.5182,Coal,1229.379034
10946.5182,Diesel,35
10946.5182,OCGT,2050.411816
10946.5182,CCGT,10070
10946.5182,Coal,1230.220234
10947.5182,Diesel,35
10947.5182,OCGT,2049.371385
10947.5182,CCGT,10070
10947.5182,Coal,1231.061434
10948.5182,Diesel,35
10948.5182,OCGT,2048.330953
10948.5182,CCGT,10070
10948.5182,Coal,1231.902633
10949.5182,Diesel,35
10949.5182,OCGT,2047.290522
10949.5182,CCGT,10070
10949.5182,Coal,1232.743833
10950.5182,Diesel,35
10950.5182,OCGT,2046.250091
10950.5182,CCGT,10070
10950.5182,Coal,1233.585033
10951.5182,Diesel,35
10951.5182,OCGT,2045.209659
10951.5182,CCGT,10070
10951.5182,Coal,1234.426233
10952.5182,Diesel,35
10952.5182,OCGT,2044.169228
10952.5182,CCGT,10070
10952.5182,Coal,1235.267433
10953.5182,Diesel,35
10953.5182,OCGT,2043.128797
10953.5182,CCGT,10070
10953.5182,Coal,1236.108632
10954.5182,Diesel,35
10954.5182,OCGT,2042.088365
10954.5182,CCGT,10070
10954.5182,Coal,1236.949832
10955.5182,Diesel,35
10955.5182,OCGT,2041.047934
10955.5182,CCGT,10070
10955.5182,Coal,1237.791032
10956.5182,Diesel,35
10956.5182,OCGT,2040.007503
10956.5182,CCGT,10070
10956.5182,Coal,1238.632232
10957.5182,Diesel,35
10957.5182,OCGT,2038.967071
10957.5182,CCGT,10070
10957.5182,Coal,1239.473432
10958.5182,Diesel,35
10958.5182,OCGT,2037.92664
10958.5182,CCGT,10070
10958.5182,Coal,1240.314631
10959.5182,Diesel,35
10959.5182,OCGT,2036.886209
10959.5182,CCGT,10070
10959.5182,Coal,1241.155831
10960.5182,Diesel,35
10960.5182,OCGT,2035.845777
10960.5182,CCGT,10070
10960.5182,Coal,1241.997031
10961.5182,Diesel,35
10961.5182,OCGT,2034.805346
10961.5182,CCGT,10070
10961.5182,Coal,1242.838231
10962.5182,Diesel,35
10962.5182,OCGT,2033.764915
10962.5182,CCGT,10070
10962.5182,Coal,1243.679431
10963.5182,Diesel,35
10963.5182,OCGT,2032.724483
10963.5182,CCGT,10070
10963.5182,Coal,1244.52063
10964.5182,Diesel,35
10964.5182,OCGT,2031.684052
10964.5182,CCGT,10070
10964.5182,Coal,1245.36183
10965.5182,Diesel,35
10965.5182,OCGT,2030.643621
10965.5182,CCGT,10070
10965.5182,Coal,1246.20303
10966.5182,Diesel,35
10966.5182,OCGT,2029.603189
10966.5182,CCGT,10070
10966.5182,Coal,1247.04423
10967.5182,Diesel,35
10967.5182,OCGT,2028.562758
10967.5182,CCGT,10070
10967.5182,Coal,1247.88543
10968.5182,Diesel,35
10968.5182,OCGT,2027.522327
10968.5182,CCGT,10070
10968.5182,Coal,1248.726629
10969.5182,Diesel,35
10969.5182,OCGT,2026.481895
10969.5182,CCGT,10070
10969.5182,Coal,1249.567829
10970.5182,Diesel,35
10970.5182,OCGT,2025.441464
10970.5182,CCGT,10070
10970.5182,Coal,1250.409029
10971.5182,Diesel,35
10971.5182,OCGT,2024.401033
10971.5182,CCGT,10070
10971.5182,Coal,1251.250229
10972.5182,Diesel,35
10972.5182,OCGT,2023.360601
10972.5182,CCGT,10070
10972.5182,Coal,1252.091429
10973.5182,Diesel,35
10973.5182,OCGT,2022.32017
10973.5182,CCGT,10070
10973.5182,Coal,1252.932628
10974.5182,Diesel,35
10974.5182,OCGT,2021.279739
10974.5182,CCGT,10070
10974.5182,Coal,1253.773828
10975.5182,Diesel,35
10975.5182,OCGT,2020.239307
10975.5182,CCGT,10070
10975.5182,Coal,1254.615028
10976.5182,Diesel,35
10976.5182,OCGT,2019.198876
10976.5182,CCGT,10070
10976.5182,Coal,1255.456228
10977.5182,Diesel,35
10977.5182,OCGT,2018.158445
10977.5182,CCGT,10070
10977.5182,Coal,1256.297428
10978.5182,Diesel,35
10978.5182,OCGT,2017.118013
10978.5182,CCGT,10070
10978.5182,Coal,1257.138627
10979.5182,Diesel,35
10979.5182,OCGT,2016.077582
10979.5182,CCGT,10070
10979.5182,Coal,1257.979827
10980.5182,Diesel,35
10980.5182,OCGT,2015.037151
10980.5182,CCGT,10070
10980.5182,Coal,1258.821027
10981.5182,Diesel,35
10981.5182,OCGT,2013.996719
10981.5182,CCGT,10070
10981.5182,Coal,1259.662227
10982.5182,Diesel,35
10982.5182,OCGT,2012.956288
10982.5182,CCGT,10070
10982.5182,Coal,1260.503427
10983.5182,Diesel,35
10983.5182,OCGT,2011.915857
10983.5182,CCGT,10070
10983.5182,Coal,1261.344626
10984.5182,Diesel,35
10984.5182,OCGT,2010.875425
10984.5182,CCGT,10070
10984.5182,Coal,1262.185826
10985.5182,Diesel,35
10985.5182,OCGT,2009.834994
10985.5182,CCGT,10070
10985.5182,Coal,1263.027026
10986.5182,Diesel,35
10986.5182,OCGT,2008.794563
10986.5182,CCGT,10070
10986.5182,Coal,1263.868226
10987.5182,Diesel,35
10987.5182,OCGT,2007.754131
10987.5182,CCGT,10070
10987.5182,Coal,1264.709426
10988.5182,Diesel,35
10988.5182,OCGT,2006.7137
10988.5182,CCGT,10070
10988.5182,Coal,1265.550625
10989.5182,Diesel,35
10989.5182,OCGT,2005.673269
10989.5182,CCGT,10070
10989.5182,Coal,1266.391825
10990.5182,Diesel,35
10990.5182,OCGT,2004.632837
10990.5182,CCGT,10070
10990.5182,Coal,1267.233025
10991.5182,Diesel,35
10991.5182,OCGT,2003.592406
10991.5182,CCGT,10070
10991.5182,Coal,1268.074225
10992.5182,Diesel,35
10992.5182,OCGT,2002.551975
10992.5182,CCGT,10070
10992.5182,Coal,1268.915425
10993.5182,Diesel,35
10993.5182,OCGT,2001.511543
10993.5182,CCGT,10070
10993.5182,Coal,1269.756624
10994.5182,Diesel,35
10994.5182,OCGT,2000.471112
10994.5182,CCGT,10070
10994.5182,Coal,1270.597824
10995.5182,Diesel,35
10995.5182,OCGT,1999.430681
10995.5182,CCGT,10070
10995.5182,Coal,1271.439024
10996.5182,Diesel,35
10996.5182,OCGT,1998.390249
10996.5182,CCGT,10070
10996.5182,Coal,1272.280224
10997.5182,Diesel,35
10997.5182,OCGT,1997.349818
10997.5182,CCGT,10070
10997.5182,Coal,1273.121424
10998.5182,Diesel,35
10998.5182,OCGT,1996.309387
10998.5182,CCGT,10070
10998.5182,Coal,1273.962624
10999.5182,Diesel,35
10999.5182,OCGT,1995.268955
10999.5182,CCGT,10070
10999.5182,Coal,1274.803823
11000.5182,Diesel,35
11000.5182,OCGT,1994.228524
11000.5182,CCGT,10070
11000.5182,Coal,1275.645023
11001.5182,Diesel,35
11001.5182,OCGT,1993.188093
11001.5182,CCGT,10070
11001.5182,Coal,1276.486223
11002.5182,Diesel,35
11002.5182,OCGT,1992.147661
11002.5182,CCGT,10070
11002.5182,Coal,1277.327423
11003.5182,Diesel,35
11003.5182,OCGT,1991.10723
11003.5182,CCGT,10070
11003.5182,Coal,1278.168623
11004.5182,Diesel,35
11004.5182,OCGT,1990.066799
11004.5182,CCGT,10070
11004.5182,Coal,1279.009822
11005.5182,Diesel,35
11005.5182,OCGT,1989.026367
11005.5182,CCGT,10070
11005.5182,Coal,1279.851022
11006.5182,Diesel,35
11006.5182,OCGT,1987.985936
11006.5182,CCGT,10070
11006.5182,Coal,1280.692222
11007.5182,Diesel,35
11007.5182,OCGT,1986.945505
11007.5182,CCGT,10070
11007.5182,Coal,1281.533422
11008.5182,Diesel,35
11008.5182,OCGT,1985.905073
11008.5182,CCGT,10070
11008.5182,Coal,1282.374622
11009.5182,Diesel,35
11009.5182,OCGT,1984.864642
11009.5182,CCGT,10070
11009.5182,Coal,1283.215821
11010.5182,Diesel,35
11010.5182,OCGT,1983.824211
11010.5182,CCGT,10070
11010.5182,Coal,1284.057021
11011.5182,Diesel,35
11011.5182,OCGT,1982.783779
11011.5182,CCGT,10070
11011.5182,Coal,1284.898221
11012.5182,Diesel,35
11012.5182,OCGT,1981.743348
11012.5182,CCGT,10070
11012.5182,Coal,1285.739421
11013.5182,Diesel,35
11013.5182,OCGT,1980.702917
11013.5182,CCGT,10070
11013.5182,Coal,1286.580621
11014.5182,Diesel,35
11014.5182,OCGT,1979.662485
11014.5182,CCGT,10070
11014.5182,Coal,1287.42182
11015.5182,Diesel,35
11015.5182,OCGT,1978.622054
11015.5182,CCGT,10070
11015.5182,Coal,1288.26302
11016.5182,Diesel,35
11016.5182,OCGT,1977.581623
11016.5182,CCGT,10070
11016.5182,Coal,1289.10422
11017.5182,Diesel,35
11017.5182,OCGT,1976.541191
11017.5182,CCGT,10070
11017.5182,Coal,1289.94542
11018.5182,Diesel,35
11018.5182,OCGT,1975.50076
11018.5182,CCGT,10070
11018.5182,Coal,1290.78662
11019.5182,Diesel,35
11019.5182,OCGT,1974.460329
11019.5182,CCGT,10070
11019.5182,Coal,1291.627819
11020.5182,Diesel,35
11020.5182,OCGT,1973.419897
11020.5182,CCGT,10070
11020.5182,Coal,1292.469019
11021.5182,Diesel,35
11021.5182,OCGT,1972.379466
11021.5182,CCGT,10070
11021.5182,Coal,1293.310219
11022.5182,Diesel,35
11022.5182,OCGT,1971.339035
11022.5182,CCGT,10070
11022.5182,Coal,1294.151419
11023.5182,Diesel,35
11023.5182,OCGT,1970.298603
11023.5182,CCGT,10070
11023.5182,Coal,1294.992619
11024.5182,Diesel,35
11024.5182,OCGT,1969.258172
11024.5182,CCGT,10070
11024.5182,Coal,1295.833818
11025.5182,Diesel,35
11025.5182,OCGT,1968.217741
11025.5182,CCGT,10070
11025.5182,Coal,1296.675018
11026.5182,Diesel,35
11026.5182,OCGT,1967.177309
11026.5182,CCGT,10070
11026.5182,Coal,1297.516218
11027.5182,Diesel,35
11027.5182,OCGT,1966.136878
11027.5182,CCGT,10070
11027.5182,Coal,1298.357418
11028.5182,Diesel,35
11028.5182,OCGT,1965.096447
11028.5182,CCGT,10070
11028.5182,Coal,1299.198618
11029.5182,Diesel,35
11029.5182,OCGT,1964.056015
11029.5182,CCGT,10070
11029.5182,Coal,1300.039817
11030.5182,Diesel,35
11030.5182,OCGT,1963.015584
11030.5182,CCGT,10070
11030.5182,Coal,1300.881017
11031.5182,Diesel,35
11031.5182,OCGT,1961.975153
11031.5182,CCGT,10070
11031.5182,Coal,1301.722217
11032.5182,Diesel,35
11032.5182,OCGT,1960.934721
11032.5182,CCGT,10070
11032.5182,Coal,1302.563417
11033.5182,Diesel,35
11033.5182,OCGT,1959.89429
11033.5182,CCGT,10070
11033.5182,Coal,1303.404617
11034.5182,Diesel,35
11034.5182,OCGT,1958.853859
11034.5182,CCGT,10070
11034.5182,Coal,1304.245816
11035.5182,Diesel,35
11035.5182,OCGT,1957.813427
11035.5182,CCGT,10070
11035.5182,Coal,1305.087016
11036.5182,Diesel,35
11036.5182,OCGT,1956.772996
11036.5182,CCGT,10070
11036.5182,Coal,1305.928216
11037.5182,Diesel,35
11037.5182,OCGT,1955.732565
11037.5182,CCGT,10070
11037.5182,Coal,1306.769416
11038.5182,Diesel,35
11038.5182,OCGT,1954.692133
11038.5182,CCGT,10070
11038.5182,Coal,1307.610616
11039.5182,Diesel,35
11039.5182,OCGT,1953.651702
11039.5182,CCGT,10070
11039.5182,Coal,1308.451815
11040.5182,Diesel,35
11040.5182,OCGT,1952.611271
11040.5182,CCGT,10070
11040.5182,Coal,1309.293015
11041.5182,Diesel,35
11041.5182,OCGT,1951.570839
11041.5182,CCGT,10070
11041.5182,Coal,1310.134215
11042.5182,Diesel,35
11042.5182,OCGT,1950.530408
11042.5182,CCGT,10070
11042.5182,Coal,1310.975415
11043.5182,Diesel,35
11043.5182,OCGT,1949.489977
11043.5182,CCGT,10070
11043.5182,Coal,1311.816615
11044.5182,Diesel,35
11044.5182,OCGT,1948.449545
11044.5182,CCGT,10070
11044.5182,Coal,1312.657814
11045.5182,Diesel,35
11045.5182,OCGT,1947.409114
11045.5182,CCGT,10070
11045.5182,Coal,1313.499014
11046.5182,Diesel,35
11046.5182,OCGT,1946.368683
11046.5182,CCGT,10070
11046.5182,Coal,1314.340214
11047.5182,Diesel,35
11047.5182,OCGT,1945.328251
11047.5182,CCGT,10070
11047.5182,Coal,1315.181414
11048.5182,Diesel,35
11048.5182,OCGT,1944.28782
11048.5182,CCGT,10070
11048.5182,Coal,1316.022614
11049.5182,Diesel,35
11049.5182,OCGT,1943.247389
11049.5182,CCGT,10070
11049.5182,Coal,1316.863813
11050.5182,Diesel,35
11050.5182,OCGT,1942.206957
11050.5182,CCGT,10070
11050.5182,Coal,1317.705013
11051.5182,Diesel,35
11051.5182,OCGT,1941.166526
11051.5182,CCGT,10070
11051.5182,Coal,1318.546213
11052.5182,Diesel,35
11052.5182,OCGT,1940.126095
11052.5182,CCGT,10070
11052.5182,Coal,1319.387413
11053.5182,Diesel,35
11053.5182,OCGT,1939.085663
11053.5182,CCGT,10070
11053.5182,Coal,1320.228613
11054.5182,Diesel,35
11054.5182,OCGT,1938.045232
11054.5182,CCGT,10070
11054.5182,Coal,1321.069812
11055.5182,Diesel,35
11055.5182,OCGT,1937.004801
11055.5182,CCGT,10070
11055.5182,Coal,1321.911012
11056.5182,Diesel,35
11056.5182,OCGT,1935.964369
11056.5182,CCGT,10070
11056.5182,Coal,1322.752212
11057.5182,Diesel,35
11057.5182,OCGT,1934.923938
11057.5182,CCGT,10070
11057.5182,Coal,1323.593412
11058.5182,Diesel,35
11058.5182,OCGT,1933.883507
11058.5182,CCGT,10070
11058.5182,Coal,1324.434612
11059.5182,Diesel,35
11059.5182,OCGT,1932.843075
11059.5182,CCGT,10070
11059.5182,Coal,1325.275811
11060.5182,Diesel,35
11060.5182,OCGT,1931.802644
11060.5182,CCGT,10070
11060.5182,Coal,1326.117011
11061.5182,Diesel,35
11061.5182,OCGT,1930.762213
11061.5182,CCGT,10070
11061.5182,Coal,1326.958211
11062.5182,Diesel,35
11062.5182,OCGT,1929.721781
11062.5182,CCGT,10070
11062.5182,Coal,1327.799411
11063.5182,Diesel,35
11063.5182,OCGT,1928.68135
11063.5182,CCGT,10070
11063.5182,Coal,1328.640611
11064.5182,Diesel,35
11064.5182,OCGT,1927.640919
11064.5182,CCGT,10070
11064.5182,Coal,1329.48181
11065.5182,Diesel,35
11065.5182,OCGT,1926.600487
11065.5182,CCGT,10070
11065.5182,Coal,1330.32301
11066.5182,Diesel,35
11066.5182,OCGT,1925.560056
11066.5182,CCGT,10070
11066.5182,Coal,1331.16421
11067.5182,Diesel,35
11067.5182,OCGT,1924.519625
11067.5182,CCGT,10070
11067.5182,Coal,1332.00541
11068.5182,Diesel,35
11068.5182,OCGT,1923.479193
11068.5182,CCGT,10070
11068.5182,Coal,1332.84661
11069.5182,Diesel,35
11069.5182,OCGT,1922.438762
11069.5182,CCGT,10070
11069.5182,Coal,1333.687809
11070.5182,Diesel,35
11070.5182,OCGT,1921.398331
11070.5182,CCGT,10070
11070.5182,Coal,1334.529009
11071.5182,Diesel,35
11071.5182,OCGT,1920.357899
11071.5182,CCGT,10070
11071.5182,Coal,1335.370209
11072.5182,Diesel,35
11072.5182,OCGT,1919.317468
11072.5182,CCGT,10070
11072.5182,Coal,1336.211409
11073.5182,Diesel,35
11073.5182,OCGT,1918.277037
11073.5182,CCGT,10070
11073.5182,Coal,1337.052609
11074.5182,Diesel,35
11074.5182,OCGT,1917.236605
11074.5182,CCGT,10070
11074.5182,Coal,1337.893808
11075.5182,Diesel,35
11075.5182,OCGT,1916.196174
11075.5182,CCGT,10070
11075.5182,Coal,1338.735008
11076.5182,Diesel,35
11076.5182,OCGT,1915.155743
11076.5182,CCGT,10070
11076.5182,Coal,1339.576208
11077.5182,Diesel,35
11077.5182,OCGT,1914.115311
11077.5182,CCGT,10070
11077.5182,Coal,1340.417408
11078.5182,Diesel,35
11078.5182,OCGT,1913.07488
11078.5182,CCGT,10070
11078.5182,Coal,1341.258608
11079.5182,Diesel,35
11079.5182,OCGT,1912.034449
11079.5182,CCGT,10070
11079.5182,Coal,1342.099807
11080.5182,Diesel,35
11080.5182,OCGT,1910.994017
11080.5182,CCGT,10070
11080.5182,Coal,1342.941007
11081.5182,Diesel,35
11081.5182,OCGT,1909.953586
11081.5182,CCGT,10070
11081.5182,Coal,1343.782207
11082.5182,Diesel,35
