CO2_Limit,Generator,AP_g
3222.7305,Diesel,1470
3222.7305,OCGT,19740
3222.7305,CCGT,200340
3222.7305,Coal,264936
3223.7305,Diesel,1470
3223.7305,OCGT,19740
3223.7305,CCGT,200340
3223.7305,Coal,264936
3224.7305,Diesel,1470
3224.7305,OCGT,19740
3224.7305,CCGT,200340
3224.7305,Coal,264936
3225.7305,Diesel,1470
3225.7305,OCGT,19740
3225.7305,CCGT,200340
3225.7305,Coal,264936
3226.7305,Diesel,1470
3226.7305,OCGT,19740
3226.7305,CCGT,200340
3226.7305,Coal,264936
3227.7305,Diesel,1470
3227.7305,OCGT,19740
3227.7305,CCGT,200340
3227.7305,Coal,264936
3228.7305,Diesel,1470
3228.7305,OCGT,19740
3228.7305,CCGT,200340
3228.7305,Coal,264936
3229.7305,Diesel,1470
3229.7305,OCGT,19740
3229.7305,CCGT,200340
3229.7305,Coal,264936
3230.7305,Diesel,1470
3230.7305,OCGT,19740
3230.7305,CCGT,200340
3230.7305,Coal,264936
3231.7305,Diesel,1470
3231.7305,OCGT,19740
3231.7305,CCGT,200340
3231.7305,Coal,264936
3232.7305,Diesel,1470
3232.7305,OCGT,19740
3232.7305,CCGT,200340
3232.7305,Coal,264936
3233.7305,Diesel,1470
3233.7305,OCGT,19740
3233.7305,CCGT,200340
3233.7305,Coal,264936
3234.7305,Diesel,1470
3234.7305,OCGT,19740
3234.7305,CCGT,200340
3234.7305,Coal,264936
3235.7305,Diesel,1470
3235.7305,OCGT,19740
3235.7305,CCGT,200340
3235.7305,Coal,264936
3236.7305,Diesel,1470
3236.7305,OCGT,19740
3236.7305,CCGT,200340
3236.7305,Coal,264936
3237.7305,Diesel,1470
3237.7305,OCGT,19740
3237.7305,CCGT,200340
3237.7305,Coal,264936
3238.7305,Diesel,1470
3238.7305,OCGT,19740
3238.7305,CCGT,200340
3238.7305,Coal,264936
3239.7305,Diesel,1470
3239.7305,OCGT,19740
3239.7305,CCGT,200340
3239.7305,Coal,264936
3240.7305,Diesel,1470
3240.7305,OCGT,19740
3240.7305,CCGT,200340
3240.7305,Coal,264936
3241.7305,Diesel,1470
3241.7305,OCGT,19740
3241.7305,CCGT,200340
3241.7305,Coal,264936
3242.7305,Diesel,1470
3242.7305,OCGT,19740
3242.7305,CCGT,200340
3242.7305,Coal,264936
3243.7305,Diesel,1470
3243.7305,OCGT,19740
3243.7305,CCGT,200340
3243.7305,Coal,264936
3244.7305,Diesel,1470
3244.7305,OCGT,19740
3244.7305,CCGT,200340
3244.7305,Coal,264936
3245.7305,Diesel,1470
3245.7305,OCGT,19740
3245.7305,CCGT,200340
3245.7305,Coal,264936
3246.7305,Diesel,1470
3246.7305,OCGT,19740
3246.7305,CCGT,200340
3246.7305,Coal,264936
3247.7305,Diesel,1470
3247.7305,OCGT,19740
3247.7305,CCGT,200340
3247.7305,Coal,264936
3248.7305,Diesel,1470
3248.7305,OCGT,19740
3248.7305,CCGT,200340
3248.7305,Coal,264936
3249.7305,Diesel,1470
3249.7305,OCGT,19740
3249.7305,CCGT,200340
3249.7305,Coal,264936
3250.7305,Diesel,1470
3250.7305,OCGT,19740
3250.7305,CCGT,200340
3250.7305,Coal,264936
3251.7305,Diesel,1470
3251.7305,OCGT,19740
3251.7305,CCGT,200340
3251.7305,Coal,264936
3252.7305,Diesel,1470
3252.7305,OCGT,19740
3252.7305,CCGT,200340
3252.7305,Coal,264936
3253.7305,Diesel,1470
3253.7305,OCGT,19740
3253.7305,CCGT,200340
3253.7305,Coal,264936
3254.7305,Diesel,1470
3254.7305,OCGT,19740
3254.7305,CCGT,200340
3254.7305,Coal,264936
3255.7305,Diesel,1470
3255.7305,OCGT,19740
3255.7305,CCGT,200340
3255.7305,Coal,264936
3256.7305,Diesel,1470
3256.7305,OCGT,19740
3256.7305,CCGT,200340
3256.7305,Coal,264936
3257.7305,Diesel,1470
3257.7305,OCGT,19740
3257.7305,CCGT,200340
3257.7305,Coal,264936
3258.7305,Diesel,1470
3258.7305,OCGT,19740
3258.7305,CCGT,200340
3258.7305,Coal,264936
3259.7305,Diesel,1470
3259.7305,OCGT,19740
3259.7305,CCGT,200340
3259.7305,Coal,264936
3260.7305,Diesel,1470
3260.7305,OCGT,19740
3260.7305,CCGT,200340
3260.7305,Coal,264936
3261.7305,Diesel,1470
3261.7305,OCGT,19740
3261.7305,CCGT,200340
3261.7305,Coal,264936
3262.7305,Diesel,1470
3262.7305,OCGT,19740
3262.7305,CCGT,200340
3262.7305,Coal,264936
3263.7305,Diesel,1470
3263.7305,OCGT,19740
3263.7305,CCGT,200340
3263.7305,Coal,264936
3264.7305,Diesel,1470
3264.7305,OCGT,19740
3264.7305,CCGT,200340
3264.7305,Coal,264936
3265.7305,Diesel,1470
3265.7305,OCGT,19740
3265.7305,CCGT,200340
3265.7305,Coal,264936
3266.7305,Diesel,1470
3266.7305,OCGT,19740
3266.7305,CCGT,200340
3266.7305,Coal,264936
3267.7305,Diesel,1470
3267.7305,OCGT,19740
3267.7305,CCGT,200340
3267.7305,Coal,264936
3268.7305,Diesel,1470
3268.7305,OCGT,19740
3268.7305,CCGT,200340
3268.7305,Coal,264936
3269.7305,Diesel,1470
3269.7305,OCGT,19740
3269.7305,CCGT,200340
3269.7305,Coal,264936
3270.7305,Diesel,1470
3270.7305,OCGT,19740
3270.7305,CCGT,200340
3270.7305,Coal,264936
3271.7305,Diesel,1470
3271.7305,OCGT,19740
3271.7305,CCGT,200340
3271.7305,Coal,264936
3272.7305,Diesel,1470
3272.7305,OCGT,19740
3272.7305,CCGT,200340
3272.7305,Coal,264936
3273.7305,Diesel,1470
3273.7305,OCGT,19740
3273.7305,CCGT,200340
3273.7305,Coal,264936
3274.7305,Diesel,1470
3274.7305,OCGT,19740
3274.7305,CCGT,200340
3274.7305,Coal,264936
3275.7305,Diesel,1470
3275.7305,OCGT,19740
3275.7305,CCGT,200340
3275.7305,Coal,264936
3276.7305,Diesel,1470
3276.7305,OCGT,19740
3276.7305,CCGT,200340
3276.7305,Coal,264936
3277.7305,Diesel,1470
3277.7305,OCGT,19740
3277.7305,CCGT,200340
3277.7305,Coal,264936
3278.7305,Diesel,1470
3278.7305,OCGT,19740
3278.7305,CCGT,200340
3278.7305,Coal,264936
3279.7305,Diesel,1470
3279.7305,OCGT,19740
3279.7305,CCGT,200340
3279.7305,Coal,264936
3280.7305,Diesel,1470
3280.7305,OCGT,19740
3280.7305,CCGT,200340
3280.7305,Coal,264936
3281.7305,Diesel,1470
3281.7305,OCGT,19740
3281.7305,CCGT,200340
3281.7305,Coal,264936
3282.7305,Diesel,1470
3282.7305,OCGT,19740
3282.7305,CCGT,200340
3282.7305,Coal,264936
3283.7305,Diesel,1470
3283.7305,OCGT,19740
3283.7305,CCGT,200340
3283.7305,Coal,264936
3284.7305,Diesel,1470
3284.7305,OCGT,19740
3284.7305,CCGT,200340
3284.7305,Coal,264936
3285.7305,Diesel,1470
3285.7305,OCGT,19740
3285.7305,CCGT,200340
3285.7305,Coal,264936
3286.7305,Diesel,1470
3286.7305,OCGT,19740
3286.7305,CCGT,200340
3286.7305,Coal,264936
3287.7305,Diesel,1470
3287.7305,OCGT,19740
3287.7305,CCGT,200340
3287.7305,Coal,264936
3288.7305,Diesel,1470
3288.7305,OCGT,19740
3288.7305,CCGT,200340
3288.7305,Coal,264936
3289.7305,Diesel,1470
3289.7305,OCGT,19740
3289.7305,CCGT,200340
3289.7305,Coal,264936
3290.7305,Diesel,1470
3290.7305,OCGT,19740
3290.7305,CCGT,200340
3290.7305,Coal,264936
3291.7305,Diesel,1470
3291.7305,OCGT,19740
3291.7305,CCGT,200340
3291.7305,Coal,264936
3292.7305,Diesel,1470
3292.7305,OCGT,19740
3292.7305,CCGT,200340
3292.7305,Coal,264936
3293.7305,Diesel,1470
3293.7305,OCGT,19740
3293.7305,CCGT,200340
3293.7305,Coal,264936
3294.7305,Diesel,1470
3294.7305,OCGT,19740
3294.7305,CCGT,200340
3294.7305,Coal,264936
3295.7305,Diesel,1470
3295.7305,OCGT,19740
3295.7305,CCGT,200340
3295.7305,Coal,264936
3296.7305,Diesel,1470
3296.7305,OCGT,19740
3296.7305,CCGT,200340
3296.7305,Coal,264936
3297.7305,Diesel,1470
3297.7305,OCGT,19740
3297.7305,CCGT,200340
3297.7305,Coal,264936
3298.7305,Diesel,1470
3298.7305,OCGT,19740
3298.7305,CCGT,200340
3298.7305,Coal,264936
3299.7305,Diesel,1470
3299.7305,OCGT,19740
3299.7305,CCGT,200340
3299.7305,Coal,264936
3300.7305,Diesel,1470
3300.7305,OCGT,19740
3300.7305,CCGT,200340
3300.7305,Coal,264936
3301.7305,Diesel,1470
3301.7305,OCGT,19740
3301.7305,CCGT,200340
3301.7305,Coal,264936
3302.7305,Diesel,1470
3302.7305,OCGT,19740
3302.7305,CCGT,200340
3302.7305,Coal,264936
3303.7305,Diesel,1470
3303.7305,OCGT,19740
3303.7305,CCGT,200340
3303.7305,Coal,264936
3304.7305,Diesel,1470
3304.7305,OCGT,19740
3304.7305,CCGT,200340
3304.7305,Coal,264936
3305.7305,Diesel,1470
3305.7305,OCGT,19740
3305.7305,CCGT,200340
3305.7305,Coal,264936
3306.7305,Diesel,1470
3306.7305,OCGT,19740
3306.7305,CCGT,200340
3306.7305,Coal,264936
3307.7305,Diesel,1470
3307.7305,OCGT,19740
3307.7305,CCGT,200340
3307.7305,Coal,264936
3308.7305,Diesel,1470
3308.7305,OCGT,19740
3308.7305,CCGT,200340
3308.7305,Coal,264936
3309.7305,Diesel,1470
3309.7305,OCGT,19740
3309.7305,CCGT,200340
3309.7305,Coal,264936
3310.7305,Diesel,1470
3310.7305,OCGT,19740
3310.7305,CCGT,200340
3310.7305,Coal,264936
3311.7305,Diesel,1470
3311.7305,OCGT,19740
3311.7305,CCGT,200340
3311.7305,Coal,264936
3312.7305,Diesel,1470
3312.7305,OCGT,19740
3312.7305,CCGT,200340
3312.7305,Coal,264936
3313.7305,Diesel,1470
3313.7305,OCGT,19740
3313.7305,CCGT,200340
3313.7305,Coal,264936
3314.7305,Diesel,1470
3314.7305,OCGT,19740
3314.7305,CCGT,200340
3314.7305,Coal,264936
3315.7305,Diesel,1470
3315.7305,OCGT,19740
3315.7305,CCGT,200340
3315.7305,Coal,264936
3316.7305,Diesel,1470
3316.7305,OCGT,19740
3316.7305,CCGT,200340
3316.7305,Coal,264936
3317.7305,Diesel,1470
3317.7305,OCGT,19740
3317.7305,CCGT,200340
3317.7305,Coal,264936
3318.7305,Diesel,1470
3318.7305,OCGT,19740
3318.7305,CCGT,200340
3318.7305,Coal,264936
3319.7305,Diesel,1470
3319.7305,OCGT,19740
3319.7305,CCGT,200340
3319.7305,Coal,264936
3320.7305,Diesel,1470
3320.7305,OCGT,19740
3320.7305,CCGT,200340
3320.7305,Coal,264936
3321.7305,Diesel,1470
3321.7305,OCGT,19740
3321.7305,CCGT,200340
3321.7305,Coal,264936
3322.7305,Diesel,1470
3322.7305,OCGT,19740
3322.7305,CCGT,200340
3322.7305,Coal,264936
3323.7305,Diesel,1470
3323.7305,OCGT,19740
3323.7305,CCGT,200340
3323.7305,Coal,264936
3324.7305,Diesel,1470
3324.7305,OCGT,19740
3324.7305,CCGT,200340
3324.7305,Coal,264936
3325.7305,Diesel,1470
3325.7305,OCGT,19740
3325.7305,CCGT,200340
3325.7305,Coal,264936
3326.7305,Diesel,1470
3326.7305,OCGT,19740
3326.7305,CCGT,200340
3326.7305,Coal,264936
3327.7305,Diesel,1470
3327.7305,OCGT,19740
3327.7305,CCGT,200340
3327.7305,Coal,264936
3328.7305,Diesel,1470
3328.7305,OCGT,19740
3328.7305,CCGT,200340
3328.7305,Coal,264936
3329.7305,Diesel,1470
3329.7305,OCGT,19740
3329.7305,CCGT,200340
3329.7305,Coal,264936
3330.7305,Diesel,1470
3330.7305,OCGT,19740
3330.7305,CCGT,200340
3330.7305,Coal,264936
3331.7305,Diesel,1470
3331.7305,OCGT,19740
3331.7305,CCGT,200340
3331.7305,Coal,264936
3332.7305,Diesel,1470
3332.7305,OCGT,19740
3332.7305,CCGT,200340
3332.7305,Coal,264936
3333.7305,Diesel,1470
3333.7305,OCGT,19740
3333.7305,CCGT,200340
3333.7305,Coal,264936
3334.7305,Diesel,1470
3334.7305,OCGT,19740
3334.7305,CCGT,200340
3334.7305,Coal,264936
3335.7305,Diesel,1470
3335.7305,OCGT,19740
3335.7305,CCGT,200340
3335.7305,Coal,264936
3336.7305,Diesel,1470
3336.7305,OCGT,19740
3336.7305,CCGT,200340
3336.7305,Coal,264936
3337.7305,Diesel,1470
3337.7305,OCGT,19740
3337.7305,CCGT,200340
3337.7305,Coal,264936
3338.7305,Diesel,1470
3338.7305,OCGT,19740
3338.7305,CCGT,200340
3338.7305,Coal,264936
3339.7305,Diesel,1470
3339.7305,OCGT,19740
3339.7305,CCGT,200340
3339.7305,Coal,264936
3340.7305,Diesel,1470
3340.7305,OCGT,19740
3340.7305,CCGT,200340
3340.7305,Coal,264936
3341.7305,Diesel,1470
3341.7305,OCGT,19740
3341.7305,CCGT,200340
3341.7305,Coal,264936
3342.7305,Diesel,1470
3342.7305,OCGT,19740
3342.7305,CCGT,200340
3342.7305,Coal,264936
3343.7305,Diesel,1470
3343.7305,OCGT,19740
3343.7305,CCGT,200340
3343.7305,Coal,264936
3344.7305,Diesel,1470
3344.7305,OCGT,19740
3344.7305,CCGT,200340
3344.7305,Coal,264936
3345.7305,Diesel,1470
3345.7305,OCGT,19740
3345.7305,CCGT,200340
3345.7305,Coal,264936
3346.7305,Diesel,1470
3346.7305,OCGT,19740
3346.7305,CCGT,200340
3346.7305,Coal,264936
3347.7305,Diesel,1470
3347.7305,OCGT,19740
3347.7305,CCGT,200340
3347.7305,Coal,264936
3348.7305,Diesel,1470
3348.7305,OCGT,19740
3348.7305,CCGT,200340
3348.7305,Coal,264936
3349.7305,Diesel,1470
3349.7305,OCGT,19740
3349.7305,CCGT,200340
3349.7305,Coal,264936
3350.7305,Diesel,1470
3350.7305,OCGT,19740
3350.7305,CCGT,200340
3350.7305,Coal,264936
3351.7305,Diesel,1470
3351.7305,OCGT,19740
3351.7305,CCGT,200340
3351.7305,Coal,264936
3352.7305,Diesel,1470
3352.7305,OCGT,19740
3352.7305,CCGT,200340
3352.7305,Coal,264936
3353.7305,Diesel,1470
3353.7305,OCGT,19740
3353.7305,CCGT,200340
3353.7305,Coal,264936
3354.7305,Diesel,1470
3354.7305,OCGT,19740
3354.7305,CCGT,200340
3354.7305,Coal,264936
3355.7305,Diesel,1470
3355.7305,OCGT,19740
3355.7305,CCGT,200340
3355.7305,Coal,264936
3356.7305,Diesel,1470
3356.7305,OCGT,19740
3356.7305,CCGT,200340
3356.7305,Coal,264936
3357.7305,Diesel,1470
3357.7305,OCGT,19740
3357.7305,CCGT,200340
3357.7305,Coal,264936
3358.7305,Diesel,1470
3358.7305,OCGT,19740
3358.7305,CCGT,200340
3358.7305,Coal,264936
3359.7305,Diesel,1470
3359.7305,OCGT,19740
3359.7305,CCGT,200340
3359.7305,Coal,264936
3360.7305,Diesel,1470
3360.7305,OCGT,19740
3360.7305,CCGT,200340
3360.7305,Coal,264936
3361.7305,Diesel,1470
3361.7305,OCGT,19740
3361.7305,CCGT,200340
3361.7305,Coal,264936
3362.7305,Diesel,1470
3362.7305,OCGT,19740
3362.7305,CCGT,200340
3362.7305,Coal,264936
3363.7305,Diesel,1470
3363.7305,OCGT,19740
3363.7305,CCGT,200340
3363.7305,Coal,264936
3364.7305,Diesel,1470
3364.7305,OCGT,19740
3364.7305,CCGT,200340
3364.7305,Coal,264936
3365.7305,Diesel,1470
3365.7305,OCGT,19740
3365.7305,CCGT,200340
3365.7305,Coal,264936
3366.7305,Diesel,1470
3366.7305,OCGT,19740
3366.7305,CCGT,200340
3366.7305,Coal,264936
3367.7305,Diesel,1470
3367.7305,OCGT,19740
3367.7305,CCGT,200340
3367.7305,Coal,264936
3368.7305,Diesel,1470
3368.7305,OCGT,19740
3368.7305,CCGT,200340
3368.7305,Coal,264936
3369.7305,Diesel,1470
3369.7305,OCGT,19740
3369.7305,CCGT,200340
3369.7305,Coal,264936
3370.7305,Diesel,1470
3370.7305,OCGT,19740
3370.7305,CCGT,200340
3370.7305,Coal,264936
3371.7305,Diesel,1470
3371.7305,OCGT,19740
3371.7305,CCGT,200340
3371.7305,Coal,264936
3372.7305,Diesel,1470
3372.7305,OCGT,19740
3372.7305,CCGT,200340
3372.7305,Coal,264936
3373.7305,Diesel,1470
3373.7305,OCGT,19740
3373.7305,CCGT,200340
3373.7305,Coal,264936
3374.7305,Diesel,1470
3374.7305,OCGT,19740
3374.7305,CCGT,200340
3374.7305,Coal,264936
3375.7305,Diesel,1470
3375.7305,OCGT,19740
3375.7305,CCGT,200340
3375.7305,Coal,264936
3376.7305,Diesel,1470
3376.7305,OCGT,19740
3376.7305,CCGT,200340
3376.7305,Coal,264936
3377.7305,Diesel,1470
3377.7305,OCGT,19740
3377.7305,CCGT,200340
3377.7305,Coal,264936
3378.7305,Diesel,1470
3378.7305,OCGT,19740
3378.7305,CCGT,200340
3378.7305,Coal,264936
3379.7305,Diesel,1470
3379.7305,OCGT,19740
3379.7305,CCGT,200340
3379.7305,Coal,264936
3380.7305,Diesel,1470
3380.7305,OCGT,19740
3380.7305,CCGT,200340
3380.7305,Coal,264936
3381.7305,Diesel,1470
3381.7305,OCGT,19740
3381.7305,CCGT,200340
3381.7305,Coal,264936
3382.7305,Diesel,1470
3382.7305,OCGT,19740
3382.7305,CCGT,200340
3382.7305,Coal,264936
3383.7305,Diesel,1470
3383.7305,OCGT,19740
3383.7305,CCGT,200340
3383.7305,Coal,264936
3384.7305,Diesel,1470
3384.7305,OCGT,19740
3384.7305,CCGT,200340
3384.7305,Coal,264936
3385.7305,Diesel,1470
3385.7305,OCGT,19740
3385.7305,CCGT,200340
3385.7305,Coal,264936
3386.7305,Diesel,1470
3386.7305,OCGT,19740
3386.7305,CCGT,200340
3386.7305,Coal,264936
3387.7305,Diesel,1470
3387.7305,OCGT,19740
3387.7305,CCGT,200340
3387.7305,Coal,264936
3388.7305,Diesel,1470
3388.7305,OCGT,19740
3388.7305,CCGT,200340
3388.7305,Coal,264936
3389.7305,Diesel,1470
3389.7305,OCGT,19740
3389.7305,CCGT,200340
3389.7305,Coal,264936
3390.7305,Diesel,1470
3390.7305,OCGT,19740
3390.7305,CCGT,200340
3390.7305,Coal,264936
3391.7305,Diesel,1470
3391.7305,OCGT,19740
3391.7305,CCGT,200340
3391.7305,Coal,264936
3392.7305,Diesel,1470
3392.7305,OCGT,19740
3392.7305,CCGT,200340
3392.7305,Coal,264936
3393.7305,Diesel,1470
3393.7305,OCGT,19740
3393.7305,CCGT,200340
3393.7305,Coal,264936
3394.7305,Diesel,1470
3394.7305,OCGT,19740
3394.7305,CCGT,200340
3394.7305,Coal,264936
3395.7305,Diesel,1470
3395.7305,OCGT,19740
3395.7305,CCGT,200340
3395.7305,Coal,264936
3396.7305,Diesel,1470
3396.7305,OCGT,19740
3396.7305,CCGT,200340
3396.7305,Coal,264936
3397.7305,Diesel,1470
3397.7305,OCGT,19740
3397.7305,CCGT,200340
3397.7305,Coal,264936
3398.7305,Diesel,1470
3398.7305,OCGT,19740
3398.7305,CCGT,200340
3398.7305,Coal,264936
3399.7305,Diesel,1470
3399.7305,OCGT,19740
3399.7305,CCGT,200340
3399.7305,Coal,264936
3400.7305,Diesel,1470
3400.7305,OCGT,19740
3400.7305,CCGT,200340
3400.7305,Coal,264936
3401.7305,Diesel,1470
3401.7305,OCGT,19740
3401.7305,CCGT,200340
3401.7305,Coal,264936
3402.7305,Diesel,1470
3402.7305,OCGT,19740
3402.7305,CCGT,200340
3402.7305,Coal,264936
3403.7305,Diesel,1470
3403.7305,OCGT,19740
3403.7305,CCGT,200340
3403.7305,Coal,264936
3404.7305,Diesel,1470
3404.7305,OCGT,19740
3404.7305,CCGT,200340
3404.7305,Coal,264936
3405.7305,Diesel,1470
3405.7305,OCGT,19740
3405.7305,CCGT,200340
3405.7305,Coal,264936
3406.7305,Diesel,1470
3406.7305,OCGT,19740
3406.7305,CCGT,200340
3406.7305,Coal,264936
3407.7305,Diesel,1470
3407.7305,OCGT,19740
3407.7305,CCGT,200340
3407.7305,Coal,264936
3408.7305,Diesel,1470
3408.7305,OCGT,19740
3408.7305,CCGT,200340
3408.7305,Coal,264936
3409.7305,Diesel,1470
3409.7305,OCGT,19740
3409.7305,CCGT,200340
3409.7305,Coal,264936
3410.7305,Diesel,1470
3410.7305,OCGT,19740
3410.7305,CCGT,200340
3410.7305,Coal,264936
3411.7305,Diesel,1470
3411.7305,OCGT,19740
3411.7305,CCGT,200340
3411.7305,Coal,264936
3412.7305,Diesel,1470
3412.7305,OCGT,19740
3412.7305,CCGT,200340
3412.7305,Coal,264936
3413.7305,Diesel,1470
3413.7305,OCGT,19740
3413.7305,CCGT,200340
3413.7305,Coal,264936
3414.7305,Diesel,1470
3414.7305,OCGT,19740
3414.7305,CCGT,200340
3414.7305,Coal,264936
3415.7305,Diesel,1470
3415.7305,OCGT,19740
3415.7305,CCGT,200340
3415.7305,Coal,264936
3416.7305,Diesel,1470
3416.7305,OCGT,19740
3416.7305,CCGT,200340
3416.7305,Coal,264936
3417.7305,Diesel,1470
3417.7305,OCGT,19740
3417.7305,CCGT,200340
3417.7305,Coal,264936
3418.7305,Diesel,1470
3418.7305,OCGT,19740
3418.7305,CCGT,200340
3418.7305,Coal,264936
3419.7305,Diesel,1470
3419.7305,OCGT,19740
3419.7305,CCGT,200340
3419.7305,Coal,264936
3420.7305,Diesel,1470
3420.7305,OCGT,19740
3420.7305,CCGT,200340
3420.7305,Coal,264936
3421.7305,Diesel,1470
3421.7305,OCGT,19740
3421.7305,CCGT,200340
3421.7305,Coal,264936
3422.7305,Diesel,1470
3422.7305,OCGT,19740
3422.7305,CCGT,200340
3422.7305,Coal,264936
3423.7305,Diesel,1470
3423.7305,OCGT,19740
3423.7305,CCGT,200340
3423.7305,Coal,264936
3424.7305,Diesel,1470
3424.7305,OCGT,19740
3424.7305,CCGT,200340
3424.7305,Coal,264936
3425.7305,Diesel,1470
3425.7305,OCGT,19740
3425.7305,CCGT,200340
3425.7305,Coal,264936
3426.7305,Diesel,1470
3426.7305,OCGT,19740
3426.7305,CCGT,200340
3426.7305,Coal,264936
3427.7305,Diesel,1470
3427.7305,OCGT,19740
3427.7305,CCGT,200340
3427.7305,Coal,264936
3428.7305,Diesel,1470
3428.7305,OCGT,19740
3428.7305,CCGT,200340
3428.7305,Coal,264936
3429.7305,Diesel,1470
3429.7305,OCGT,19740
3429.7305,CCGT,200340
3429.7305,Coal,264936
3430.7305,Diesel,1470
3430.7305,OCGT,19740
3430.7305,CCGT,200340
3430.7305,Coal,264936
3431.7305,Diesel,1470
3431.7305,OCGT,19740
3431.7305,CCGT,200340
3431.7305,Coal,264936
3432.7305,Diesel,1470
3432.7305,OCGT,19740
3432.7305,CCGT,200340
3432.7305,Coal,264936
3433.7305,Diesel,1470
3433.7305,OCGT,19740
3433.7305,CCGT,200340
3433.7305,Coal,264936
3434.7305,Diesel,1470
3434.7305,OCGT,19740
3434.7305,CCGT,200340
3434.7305,Coal,264936
3435.7305,Diesel,1470
3435.7305,OCGT,19740
3435.7305,CCGT,200340
3435.7305,Coal,264936
3436.7305,Diesel,1470
3436.7305,OCGT,19740
3436.7305,CCGT,200340
3436.7305,Coal,264936
3437.7305,Diesel,1470
3437.7305,OCGT,19740
3437.7305,CCGT,200340
3437.7305,Coal,264936
3438.7305,Diesel,1470
3438.7305,OCGT,19740
3438.7305,CCGT,200340
3438.7305,Coal,264936
3439.7305,Diesel,1470
3439.7305,OCGT,19740
3439.7305,CCGT,200340
3439.7305,Coal,264936
3440.7305,Diesel,1470
3440.7305,OCGT,19740
3440.7305,CCGT,200340
3440.7305,Coal,264936
3441.7305,Diesel,1470
3441.7305,OCGT,19740
3441.7305,CCGT,200340
3441.7305,Coal,264936
3442.7305,Diesel,1470
3442.7305,OCGT,19740
3442.7305,CCGT,200340
3442.7305,Coal,264936
3443.7305,Diesel,1470
3443.7305,OCGT,19740
3443.7305,CCGT,200340
3443.7305,Coal,264936
3444.7305,Diesel,1470
3444.7305,OCGT,19740
3444.7305,CCGT,200340
3444.7305,Coal,264936
3445.7305,Diesel,1470
3445.7305,OCGT,19740
3445.7305,CCGT,200340
3445.7305,Coal,264936
3446.7305,Diesel,1470
3446.7305,OCGT,19740
3446.7305,CCGT,200340
3446.7305,Coal,264936
3447.7305,Diesel,1470
3447.7305,OCGT,19740
3447.7305,CCGT,200340
3447.7305,Coal,264936
3448.7305,Diesel,1470
3448.7305,OCGT,19740
3448.7305,CCGT,200340
3448.7305,Coal,264936
3449.7305,Diesel,1470
3449.7305,OCGT,19740
3449.7305,CCGT,200340
3449.7305,Coal,264936
3450.7305,Diesel,1470
3450.7305,OCGT,19740
3450.7305,CCGT,200340
3450.7305,Coal,264936
3451.7305,Diesel,1470
3451.7305,OCGT,19740
3451.7305,CCGT,200340
3451.7305,Coal,264936
3452.7305,Diesel,1470
3452.7305,OCGT,19740
3452.7305,CCGT,200340
3452.7305,Coal,264936
3453.7305,Diesel,1470
3453.7305,OCGT,19740
3453.7305,CCGT,200340
3453.7305,Coal,264936
3454.7305,Diesel,1470
3454.7305,OCGT,19740
3454.7305,CCGT,200340
3454.7305,Coal,264936
3455.7305,Diesel,1470
3455.7305,OCGT,19740
3455.7305,CCGT,200340
3455.7305,Coal,264936
3456.7305,Diesel,1470
3456.7305,OCGT,19740
3456.7305,CCGT,200340
3456.7305,Coal,264936
3457.7305,Diesel,1470
3457.7305,OCGT,19740
3457.7305,CCGT,200340
3457.7305,Coal,264936
3458.7305,Diesel,1470
3458.7305,OCGT,19740
3458.7305,CCGT,200340
3458.7305,Coal,264936
3459.7305,Diesel,1470
3459.7305,OCGT,19740
3459.7305,CCGT,200340
3459.7305,Coal,264936
3460.7305,Diesel,1470
3460.7305,OCGT,19740
3460.7305,CCGT,200340
3460.7305,Coal,264936
3461.7305,Diesel,1470
3461.7305,OCGT,19740
3461.7305,CCGT,200340
3461.7305,Coal,264936
3462.7305,Diesel,1470
3462.7305,OCGT,19740
3462.7305,CCGT,200340
3462.7305,Coal,264936
